Platform,Sum of Likes,Sum of Post Day,Sum of Followers,Sum of Comments,Sum of Shares,Region,Sum of Reach,Sum of Post year,Sum of Post Month,Year,Quarter,Month,Day,Count of Post_ID,Platform Code,Content_Type,Sum of Engagement,Engagement Level,Reach Category
Instagram,6871,16,298172,1752,1437,West,495683,2024,1,2024,Qtr 1,January,16,1,IG,Video,10060,Medium,Low Reach
Instagram,2125,26,264608,817,2371,West,354431,2024,1,2024,Qtr 1,January,26,1,IG,Reel,5313,Low,Low Reach
Instagram,19771,19,431558,774,2509,West,489257,2024,2,2024,Qtr 1,February,19,1,IG,Text,23054,High,Low Reach
Instagram,13648,23,380965,4309,987,West,903909,2024,2,2024,Qtr 1,February,23,1,IG,Reel,18944,Medium,High Reach
Instagram,13495,13,224918,3515,2761,West,914614,2024,3,2024,Qtr 1,March,13,1,IG,Image,19771,Medium,High Reach
Instagram,7041,16,443946,3970,2053,West,708988,2024,3,2024,Qtr 1,March,16,1,IG,Video,13064,Medium,High Reach
Instagram,3386,24,203907,2969,831,West,837586,2024,5,2024,Qtr 2,May,24,1,IG,Reel,7186,Low,High Reach
Instagram,5432,28,217421,475,2215,West,105717,2024,5,2024,Qtr 2,May,28,1,IG,Video,8122,Low,Low Reach
Instagram,12794,3,337117,1325,1905,West,430507,2024,6,2024,Qtr 2,June,3,1,IG,Image,16024,Medium,Low Reach
Instagram,17775,4,272817,3534,2713,West,816063,2024,6,2024,Qtr 2,June,4,1,IG,Text,24022,High,High Reach
Instagram,15798,24,416993,1524,1286,West,620455,2024,6,2024,Qtr 2,June,24,1,IG,Video,18608,Medium,High Reach
Instagram,13305,7,486719,4361,165,West,308303,2024,8,2024,Qtr 3,August,7,1,IG,Reel,17831,Medium,Low Reach
Instagram,19634,13,60916,378,2240,West,846976,2024,9,2024,Qtr 3,September,13,1,IG,Text,22252,High,High Reach
Instagram,7618,18,43558,2922,2951,West,830851,2024,9,2024,Qtr 3,September,18,1,IG,Text,13491,Medium,High Reach
Instagram,4716,22,191410,4838,1245,West,491463,2024,9,2024,Qtr 3,September,22,1,IG,Video,10799,Medium,Low Reach
Instagram,5784,3,191878,2758,86,West,206951,2024,10,2024,Qtr 4,October,3,1,IG,Text,8628,Low,Low Reach
Instagram,13312,7,33236,3130,1251,West,411284,2024,10,2024,Qtr 4,October,7,1,IG,Text,17693,Medium,Low Reach
Instagram,7055,14,199454,3428,102,West,180251,2024,10,2024,Qtr 4,October,14,1,IG,Reel,10585,Medium,Low Reach
Instagram,5737,20,221810,3163,51,West,162867,2024,11,2024,Qtr 4,November,20,1,IG,Reel,8951,Low,Low Reach
Instagram,5269,24,451655,3240,2490,West,203921,2024,11,2024,Qtr 4,November,24,1,IG,Reel,10999,Medium,Low Reach
Instagram,7850,1,6274,4242,2304,West,61658,2025,1,2025,Qtr 1,January,1,1,IG,Image,14396,Medium,Low Reach
Instagram,18166,28,11631,1832,221,West,49889,2025,1,2025,Qtr 1,January,28,1,IG,Image,20219,High,Low Reach
Instagram,14407,30,492672,1062,1142,West,598957,2025,1,2025,Qtr 1,January,30,1,IG,Text,16611,Medium,High Reach
Instagram,15811,22,141859,4492,1581,West,483397,2025,2,2025,Qtr 1,February,22,1,IG,Reel,21884,High,Low Reach
Instagram,11427,24,196752,2332,2334,West,841097,2025,2,2025,Qtr 1,February,24,1,IG,Text,16093,Medium,High Reach
Instagram,13879,5,298060,4051,70,West,625118,2025,3,2025,Qtr 1,March,5,1,IG,Reel,18000,Medium,High Reach
Instagram,17031,19,419889,1030,451,West,943460,2025,3,2025,Qtr 1,March,19,1,IG,Reel,18512,Medium,High Reach
Instagram,4087,27,75062,1275,1180,West,966036,2025,3,2025,Qtr 1,March,27,1,IG,Reel,6542,Low,High Reach
Instagram,7173,4,189454,2382,2653,West,881651,2025,4,2025,Qtr 2,April,4,1,IG,Image,12208,Medium,High Reach
Instagram,4373,16,307168,771,1336,West,213914,2025,4,2025,Qtr 2,April,16,1,IG,Image,6480,Low,Low Reach
Instagram,15446,9,322898,1744,22,West,228895,2025,5,2025,Qtr 2,May,9,1,IG,Image,17212,Medium,Low Reach
Instagram,18248,23,416681,2554,2714,West,556299,2025,5,2025,Qtr 2,May,23,1,IG,Reel,23516,High,High Reach
Instagram,4350,13,270816,1133,142,West,666939,2025,6,2025,Qtr 2,June,13,1,IG,Reel,5625,Low,High Reach
Instagram,11998,27,197216,2139,1626,West,545172,2025,6,2025,Qtr 2,June,27,1,IG,Reel,15763,Medium,High Reach
Instagram,1151,11,382909,2318,1043,West,755948,2025,7,2025,Qtr 3,July,11,1,IG,Text,4512,Low,High Reach
Instagram,2022,13,269185,1110,1547,West,807873,2025,7,2025,Qtr 3,July,13,1,IG,Video,4679,Low,High Reach
Instagram,12903,19,241068,3486,2162,West,214832,2025,7,2025,Qtr 3,July,19,1,IG,Image,18551,Medium,Low Reach
Instagram,18054,1,425960,974,1928,West,253240,2025,8,2025,Qtr 3,August,1,1,IG,Text,20956,High,Low Reach
Instagram,5668,3,337842,4617,2691,West,326216,2025,8,2025,Qtr 3,August,3,1,IG,Video,12976,Medium,Low Reach
Instagram,7938,20,427253,2308,1726,West,444109,2025,8,2025,Qtr 3,August,20,1,IG,Text,11972,Medium,Low Reach
Instagram,6225,22,305765,0,932,West,475270,2025,8,2025,Qtr 3,August,22,1,IG,Reel,7157,Low,Low Reach
Instagram,11054,31,234346,4142,2572,West,915063,2025,8,2025,Qtr 3,August,31,1,IG,Video,17768,Medium,High Reach
Instagram,14305,27,444919,2269,773,West,616147,2025,9,2025,Qtr 3,September,27,1,IG,Text,17347,Medium,High Reach
Instagram,14613,1,441767,2207,1665,West,615264,2025,10,2025,Qtr 4,October,1,1,IG,Image,18485,Medium,High Reach
Instagram,8070,9,80532,1343,524,West,256390,2025,10,2025,Qtr 4,October,9,1,IG,Video,9937,Low,Low Reach
Instagram,498,16,229016,1268,1862,West,167637,2025,10,2025,Qtr 4,October,16,1,IG,Text,3628,Low,Low Reach
Instagram,15238,7,280722,2310,2472,West,345271,2026,1,2026,Qtr 1,January,7,1,IG,Image,20020,High,Low Reach
Instagram,8023,24,160435,2289,1915,West,55964,2026,1,2026,Qtr 1,January,24,1,IG,Image,12227,Medium,Low Reach
Instagram,16637,4,367151,4776,2525,West,578368,2026,2,2026,Qtr 1,February,4,1,IG,Image,23938,High,High Reach
Instagram,10078,9,458487,1352,622,West,610595,2026,2,2026,Qtr 1,February,9,1,IG,Video,12052,Medium,High Reach
Instagram,18564,26,475805,1006,1408,West,469801,2026,2,2026,Qtr 1,February,26,1,IG,Reel,20978,High,Low Reach
Instagram,10010,13,88725,3012,26,West,807484,2026,3,2026,Qtr 1,March,13,1,IG,Video,13048,Medium,High Reach
Instagram,16608,9,268415,1467,2783,West,652320,2026,4,2026,Qtr 2,April,9,1,IG,Video,20858,High,High Reach
Instagram,5759,10,134201,100,1767,West,663565,2026,4,2026,Qtr 2,April,10,1,IG,Video,7626,Low,High Reach
Instagram,9555,22,242017,3792,2307,West,429211,2026,4,2026,Qtr 2,April,22,1,IG,Text,15654,Medium,Low Reach
Instagram,4375,26,331946,2765,1504,West,462157,2026,4,2026,Qtr 2,April,26,1,IG,Video,8644,Low,Low Reach
Instagram,4955,28,337042,435,1056,West,339573,2026,4,2026,Qtr 2,April,28,1,IG,Video,6446,Low,Low Reach
Instagram,10165,18,293828,1865,1616,West,35647,2026,5,2026,Qtr 2,May,18,1,IG,Image,13646,Medium,Low Reach
Instagram,9891,20,171911,570,57,West,730523,2026,5,2026,Qtr 2,May,20,1,IG,Reel,10518,Medium,High Reach
Instagram,5224,12,57347,1673,2467,West,495879,2026,6,2026,Qtr 2,June,12,1,IG,Video,9364,Low,Low Reach
Instagram,10160,22,438990,894,2312,West,388709,2026,7,2026,Qtr 3,July,22,1,IG,Reel,13366,Medium,Low Reach
Instagram,3381,24,36888,4992,1509,West,361875,2026,7,2026,Qtr 3,July,24,1,IG,Reel,9882,Low,Low Reach
Instagram,9505,29,244453,2685,2097,West,672881,2026,7,2026,Qtr 3,July,29,1,IG,Video,14287,Medium,High Reach
Instagram,624,21,281797,270,865,West,701758,2026,9,2026,Qtr 3,September,21,1,IG,Reel,1759,Low,High Reach
LinkedIn,7881,13,433220,4926,2823,East,68650,2024,2,2024,Qtr 1,February,13,1,LI,Reel,15630,Medium,Low Reach
LinkedIn,7197,14,363844,912,2080,East,231868,2024,2,2024,Qtr 1,February,14,1,LI,Image,10189,Medium,Low Reach
LinkedIn,521,4,336487,1137,841,East,372293,2024,4,2024,Qtr 2,April,4,1,LI,Image,2499,Low,Low Reach
LinkedIn,11754,18,370548,4185,791,East,901745,2024,4,2024,Qtr 2,April,18,1,LI,Image,16730,Medium,High Reach
LinkedIn,11876,19,117840,4914,247,East,175446,2024,4,2024,Qtr 2,April,19,1,LI,Video,17037,Medium,Low Reach
LinkedIn,7179,1,458819,1229,1553,East,323582,2024,5,2024,Qtr 2,May,1,1,LI,Video,9961,Low,Low Reach
LinkedIn,16881,23,11951,671,2158,East,802108,2024,5,2024,Qtr 2,May,23,1,LI,Text,19710,Medium,High Reach
LinkedIn,277,25,74381,3650,1248,East,289909,2024,5,2024,Qtr 2,May,25,1,LI,Video,5175,Low,Low Reach
LinkedIn,12595,29,326074,4835,510,East,747861,2024,5,2024,Qtr 2,May,29,1,LI,Text,17940,Medium,High Reach
LinkedIn,16425,12,53446,55,861,East,117379,2024,6,2024,Qtr 2,June,12,1,LI,Reel,17341,Medium,Low Reach
LinkedIn,12085,6,472720,3130,51,East,246458,2024,8,2024,Qtr 3,August,6,1,LI,Reel,15266,Medium,Low Reach
LinkedIn,16041,26,304233,688,1670,East,822776,2024,8,2024,Qtr 3,August,26,1,LI,Image,18399,Medium,High Reach
LinkedIn,8368,25,366182,3654,356,East,650294,2024,9,2024,Qtr 3,September,25,1,LI,Reel,12378,Medium,High Reach
LinkedIn,8926,2,218123,3313,1161,East,708606,2024,10,2024,Qtr 4,October,2,1,LI,Text,13400,Medium,High Reach
LinkedIn,17623,9,265751,3145,1047,East,800799,2024,11,2024,Qtr 4,November,9,1,LI,Video,21815,High,High Reach
LinkedIn,4174,11,75811,3917,1807,East,589627,2024,11,2024,Qtr 4,November,11,1,LI,Video,9898,Low,High Reach
LinkedIn,5445,14,378168,3866,831,East,829269,2024,11,2024,Qtr 4,November,14,1,LI,Text,10142,Medium,High Reach
LinkedIn,17935,5,452538,1129,1918,East,474644,2024,12,2024,Qtr 4,December,5,1,LI,Image,20982,High,Low Reach
LinkedIn,11068,10,264354,2147,1032,East,309653,2025,1,2025,Qtr 1,January,10,1,LI,Reel,14247,Medium,Low Reach
LinkedIn,6308,12,301137,1631,9,East,12270,2025,1,2025,Qtr 1,January,12,1,LI,Image,7948,Low,Low Reach
LinkedIn,12079,17,346675,3641,466,East,67514,2025,1,2025,Qtr 1,January,17,1,LI,Reel,16186,Medium,Low Reach
LinkedIn,603,19,79498,4947,1642,East,275922,2025,1,2025,Qtr 1,January,19,1,LI,Reel,7192,Low,Low Reach
LinkedIn,7737,23,301161,759,2221,East,286989,2025,1,2025,Qtr 1,January,23,1,LI,Text,10717,Medium,Low Reach
LinkedIn,7828,1,73614,4539,2110,East,452391,2025,3,2025,Qtr 1,March,1,1,LI,Image,14477,Medium,Low Reach
LinkedIn,13567,5,413209,3168,1349,East,431996,2025,4,2025,Qtr 2,April,5,1,LI,Video,18084,Medium,Low Reach
LinkedIn,6657,11,202795,4249,839,East,769007,2025,6,2025,Qtr 2,June,11,1,LI,Video,11745,Medium,High Reach
LinkedIn,14816,15,423015,2713,1561,East,719690,2025,6,2025,Qtr 2,June,15,1,LI,Reel,19090,Medium,High Reach
LinkedIn,1872,17,443831,2962,883,East,24461,2025,6,2025,Qtr 2,June,17,1,LI,Reel,5717,Low,Low Reach
LinkedIn,16037,17,428347,4878,679,East,705673,2025,7,2025,Qtr 3,July,17,1,LI,Reel,21594,High,High Reach
LinkedIn,8525,21,282305,4040,1791,East,30806,2025,7,2025,Qtr 3,July,21,1,LI,Video,14356,Medium,Low Reach
LinkedIn,1838,31,145665,1765,2284,East,912366,2025,7,2025,Qtr 3,July,31,1,LI,Image,5887,Low,High Reach
LinkedIn,10383,10,208541,2155,727,East,988978,2025,8,2025,Qtr 3,August,10,1,LI,Reel,13265,Medium,High Reach
LinkedIn,10197,15,181482,4418,2506,East,859912,2025,8,2025,Qtr 3,August,15,1,LI,Text,17121,Medium,High Reach
LinkedIn,14048,26,486881,1850,2376,East,344370,2025,8,2025,Qtr 3,August,26,1,LI,Reel,18274,Medium,Low Reach
LinkedIn,6766,7,406618,3981,1662,East,449505,2025,9,2025,Qtr 3,September,7,1,LI,Reel,12409,Medium,Low Reach
LinkedIn,4217,26,213741,3478,1097,East,211657,2025,9,2025,Qtr 3,September,26,1,LI,Text,8792,Low,Low Reach
LinkedIn,1237,7,17544,4143,2876,East,977732,2025,10,2025,Qtr 4,October,7,1,LI,Text,8256,Low,High Reach
LinkedIn,3154,22,489896,4058,653,East,818881,2025,10,2025,Qtr 4,October,22,1,LI,Text,7865,Low,High Reach
LinkedIn,5317,30,238185,4932,2935,East,157434,2025,10,2025,Qtr 4,October,30,1,LI,Text,13184,Medium,Low Reach
LinkedIn,3051,7,466016,1560,1605,East,963922,2025,11,2025,Qtr 4,November,7,1,LI,Video,6216,Low,High Reach
LinkedIn,19497,18,307434,4022,349,East,464523,2025,12,2025,Qtr 4,December,18,1,LI,Text,23868,High,Low Reach
LinkedIn,11041,10,485548,277,703,East,353608,2026,1,2026,Qtr 1,January,10,1,LI,Text,12021,Medium,Low Reach
LinkedIn,13363,28,286045,2902,364,East,112428,2026,1,2026,Qtr 1,January,28,1,LI,Video,16629,Medium,Low Reach
LinkedIn,15435,30,197502,1866,1133,East,298326,2026,1,2026,Qtr 1,January,30,1,LI,Video,18434,Medium,Low Reach
LinkedIn,338,8,329595,735,2033,East,59044,2026,2,2026,Qtr 1,February,8,1,LI,Image,3106,Low,Low Reach
LinkedIn,2988,11,300171,2531,909,East,919265,2026,3,2026,Qtr 1,March,11,1,LI,Reel,6428,Low,High Reach
LinkedIn,499,14,86951,2420,1667,East,884977,2026,3,2026,Qtr 1,March,14,1,LI,Image,4586,Low,High Reach
LinkedIn,13013,15,109808,107,366,East,317132,2026,3,2026,Qtr 1,March,15,1,LI,Video,13486,Medium,Low Reach
LinkedIn,464,17,290514,3026,1826,East,755275,2026,3,2026,Qtr 1,March,17,1,LI,Reel,5316,Low,High Reach
LinkedIn,11297,2,481890,981,1133,East,569019,2026,4,2026,Qtr 2,April,2,1,LI,Text,13411,Medium,High Reach
LinkedIn,14344,13,264761,661,1020,East,797732,2026,4,2026,Qtr 2,April,13,1,LI,Reel,16025,Medium,High Reach
LinkedIn,15547,21,372415,2869,1865,East,350015,2026,4,2026,Qtr 2,April,21,1,LI,Video,20281,High,Low Reach
LinkedIn,4356,22,220165,1765,1058,East,218645,2026,5,2026,Qtr 2,May,22,1,LI,Reel,7179,Low,Low Reach
LinkedIn,8512,11,361204,3103,2032,East,531731,2026,6,2026,Qtr 2,June,11,1,LI,Reel,13647,Medium,High Reach
LinkedIn,1757,16,16798,3174,1622,East,613251,2026,6,2026,Qtr 2,June,16,1,LI,Text,6553,Low,High Reach
LinkedIn,19627,23,171202,4861,672,East,3349,2026,6,2026,Qtr 2,June,23,1,LI,Reel,25160,High,Low Reach
LinkedIn,13113,5,316866,4051,260,East,204247,2026,7,2026,Qtr 3,July,5,1,LI,Reel,17424,Medium,Low Reach
LinkedIn,8022,24,175512,2855,1339,East,339801,2026,8,2026,Qtr 3,August,24,1,LI,Image,12216,Medium,Low Reach
LinkedIn,61,28,248568,1927,743,East,771195,2026,8,2026,Qtr 3,August,28,1,LI,Text,2731,Low,High Reach
LinkedIn,9082,25,116341,4838,520,North,341105,2024,1,2024,Qtr 1,January,25,1,LI,Text,14440,Medium,Low Reach
LinkedIn,9341,2,68484,947,2961,North,833428,2024,2,2024,Qtr 1,February,2,1,LI,Text,13249,Medium,High Reach
LinkedIn,1677,3,97959,2007,417,North,732389,2024,2,2024,Qtr 1,February,3,1,LI,Image,4101,Low,High Reach
LinkedIn,13478,6,425508,631,2565,North,599317,2024,2,2024,Qtr 1,February,6,1,LI,Reel,16674,Medium,High Reach
LinkedIn,6831,21,170859,1065,1565,North,107771,2024,3,2024,Qtr 1,March,21,1,LI,Reel,9461,Low,Low Reach
LinkedIn,9393,27,20584,723,850,North,502229,2024,3,2024,Qtr 1,March,27,1,LI,Video,10966,Medium,High Reach
LinkedIn,16087,3,299550,2823,344,North,433573,2024,4,2024,Qtr 2,April,3,1,LI,Text,19254,Medium,Low Reach
LinkedIn,15637,6,330550,3967,700,North,297214,2024,4,2024,Qtr 2,April,6,1,LI,Image,20304,High,Low Reach
LinkedIn,1400,12,171090,2265,934,North,339814,2024,4,2024,Qtr 2,April,12,1,LI,Image,4599,Low,Low Reach
LinkedIn,16211,6,121407,3520,2085,North,118382,2024,5,2024,Qtr 2,May,6,1,LI,Reel,21816,High,Low Reach
LinkedIn,7551,17,282032,1128,452,North,67500,2024,5,2024,Qtr 2,May,17,1,LI,Video,9131,Low,Low Reach
LinkedIn,16629,19,164689,523,2146,North,824912,2024,5,2024,Qtr 2,May,19,1,LI,Image,19298,Medium,High Reach
LinkedIn,8279,1,107099,3240,1146,North,302681,2024,7,2024,Qtr 3,July,1,1,LI,Text,12665,Medium,Low Reach
LinkedIn,3685,12,64991,4119,779,North,552829,2024,7,2024,Qtr 3,July,12,1,LI,Image,8583,Low,High Reach
LinkedIn,13165,1,129024,4708,815,North,690310,2024,8,2024,Qtr 3,August,1,1,LI,Video,18688,Medium,High Reach
LinkedIn,19515,16,452794,2183,530,North,652766,2024,8,2024,Qtr 3,August,16,1,LI,Video,22228,High,High Reach
LinkedIn,17477,12,498483,83,2966,North,213680,2024,9,2024,Qtr 3,September,12,1,LI,Reel,20526,High,Low Reach
LinkedIn,8549,17,462477,3572,1093,North,302045,2024,9,2024,Qtr 3,September,17,1,LI,Video,13214,Medium,Low Reach
LinkedIn,11382,26,76903,4868,750,North,931284,2024,9,2024,Qtr 3,September,26,1,LI,Reel,17000,Medium,High Reach
LinkedIn,7253,10,243178,3128,2637,North,825313,2024,10,2024,Qtr 4,October,10,1,LI,Video,13018,Medium,High Reach
LinkedIn,4401,16,362440,1848,2610,North,597242,2024,10,2024,Qtr 4,October,16,1,LI,Video,8859,Low,High Reach
LinkedIn,7897,22,230633,1407,1641,North,421491,2024,10,2024,Qtr 4,October,22,1,LI,Reel,10945,Medium,Low Reach
LinkedIn,1164,3,50889,1673,869,North,203584,2024,11,2024,Qtr 4,November,3,1,LI,Video,3706,Low,Low Reach
LinkedIn,19194,5,21439,330,337,North,530523,2024,11,2024,Qtr 4,November,5,1,LI,Image,19861,Medium,High Reach
LinkedIn,908,3,423117,3780,789,North,875050,2024,12,2024,Qtr 4,December,3,1,LI,Text,5477,Low,High Reach
LinkedIn,6944,16,230805,3047,2667,North,380124,2025,1,2025,Qtr 1,January,16,1,LI,Image,12658,Medium,Low Reach
LinkedIn,4898,27,19106,3446,2837,North,528837,2025,1,2025,Qtr 1,January,27,1,LI,Text,11181,Medium,High Reach
LinkedIn,15820,2,213911,2647,2130,North,513543,2025,3,2025,Qtr 1,March,2,1,LI,Video,20597,High,High Reach
LinkedIn,5311,8,498746,4827,2713,North,435374,2025,3,2025,Qtr 1,March,8,1,LI,Image,12851,Medium,Low Reach
LinkedIn,14818,21,416428,2654,1834,North,463519,2025,3,2025,Qtr 1,March,21,1,LI,Image,19306,Medium,Low Reach
LinkedIn,999,22,198611,1680,182,North,748800,2025,3,2025,Qtr 1,March,22,1,LI,Reel,2861,Low,High Reach
LinkedIn,16609,10,305685,120,2321,North,571273,2025,4,2025,Qtr 2,April,10,1,LI,Text,19050,Medium,High Reach
LinkedIn,5688,11,449889,4714,1471,North,926447,2025,4,2025,Qtr 2,April,11,1,LI,Text,11873,Medium,High Reach
LinkedIn,18846,24,432146,4833,1881,North,19398,2025,4,2025,Qtr 2,April,24,1,LI,Video,25560,High,Low Reach
LinkedIn,12954,10,349851,3460,1011,North,2568,2025,6,2025,Qtr 2,June,10,1,LI,Text,17425,Medium,Low Reach
LinkedIn,1707,8,232645,1724,2169,North,846468,2025,7,2025,Qtr 3,July,8,1,LI,Video,5600,Low,High Reach
LinkedIn,18936,15,327895,1324,2538,North,861883,2025,7,2025,Qtr 3,July,15,1,LI,Reel,22798,High,High Reach
LinkedIn,17658,16,334244,2466,1283,North,984772,2025,7,2025,Qtr 3,July,16,1,LI,Text,21407,High,High Reach
LinkedIn,19485,25,250362,1286,2611,North,274549,2025,10,2025,Qtr 4,October,25,1,LI,Video,23382,High,Low Reach
LinkedIn,4768,5,72615,110,1584,North,720759,2025,12,2025,Qtr 4,December,5,1,LI,Image,6462,Low,High Reach
LinkedIn,1778,15,265598,3539,2624,North,522401,2025,12,2025,Qtr 4,December,15,1,LI,Reel,7941,Low,High Reach
LinkedIn,18063,20,320619,1360,287,North,150996,2025,12,2025,Qtr 4,December,20,1,LI,Image,19710,Medium,Low Reach
LinkedIn,3574,2,29750,2501,431,North,54500,2026,1,2026,Qtr 1,January,2,1,LI,Video,6506,Low,Low Reach
LinkedIn,1193,9,193169,1157,1062,North,138963,2026,1,2026,Qtr 1,January,9,1,LI,Text,3412,Low,Low Reach
LinkedIn,12769,20,432586,3109,736,North,56985,2026,1,2026,Qtr 1,January,20,1,LI,Text,16614,Medium,Low Reach
LinkedIn,12590,29,221764,3194,1636,North,73388,2026,1,2026,Qtr 1,January,29,1,LI,Image,17420,Medium,Low Reach
LinkedIn,14752,14,333903,3334,506,North,171634,2026,2,2026,Qtr 1,February,14,1,LI,Text,18592,Medium,Low Reach
LinkedIn,17527,3,386697,3162,1451,North,4159,2026,3,2026,Qtr 1,March,3,1,LI,Video,22140,High,Low Reach
LinkedIn,18663,8,225599,980,869,North,626467,2026,3,2026,Qtr 1,March,8,1,LI,Text,20512,High,High Reach
LinkedIn,15204,18,348278,4143,827,North,259444,2026,3,2026,Qtr 1,March,18,1,LI,Video,20174,High,Low Reach
LinkedIn,16747,11,393576,3827,2630,North,854847,2026,5,2026,Qtr 2,May,11,1,LI,Image,23204,High,High Reach
LinkedIn,18378,12,467346,2365,1083,North,711228,2026,5,2026,Qtr 2,May,12,1,LI,Text,21826,High,High Reach
LinkedIn,785,21,302316,655,431,North,865489,2026,5,2026,Qtr 2,May,21,1,LI,Text,1871,Low,High Reach
LinkedIn,6522,26,227206,4892,800,North,262465,2026,5,2026,Qtr 2,May,26,1,LI,Reel,12214,Medium,Low Reach
LinkedIn,10935,8,120999,2060,242,North,824154,2026,7,2026,Qtr 3,July,8,1,LI,Video,13237,Medium,High Reach
LinkedIn,5548,9,2754,19,14,North,819284,2026,7,2026,Qtr 3,July,9,1,LI,Image,5581,Low,High Reach
LinkedIn,2454,13,97741,244,2476,North,104733,2026,8,2026,Qtr 3,August,13,1,LI,Video,5174,Low,Low Reach
LinkedIn,6683,26,269632,3658,68,North,912683,2026,8,2026,Qtr 3,August,26,1,LI,Image,10409,Medium,High Reach
LinkedIn,7869,31,310334,1579,1106,North,172919,2026,8,2026,Qtr 3,August,31,1,LI,Image,10554,Medium,Low Reach
LinkedIn,18602,3,59913,2317,1949,North,432369,2026,9,2026,Qtr 3,September,3,1,LI,Text,22868,High,Low Reach
LinkedIn,5516,5,90924,1351,197,North,991333,2026,9,2026,Qtr 3,September,5,1,LI,Image,7064,Low,High Reach
LinkedIn,9600,25,81110,1842,843,South,674839,2024,2,2024,Qtr 1,February,25,1,LI,Reel,12285,Medium,High Reach
LinkedIn,7817,26,270625,4010,2561,South,668728,2024,2,2024,Qtr 1,February,26,1,LI,Text,14388,Medium,High Reach
LinkedIn,14772,3,494690,3003,2055,South,90791,2024,3,2024,Qtr 1,March,3,1,LI,Text,19830,Medium,Low Reach
LinkedIn,8776,25,75102,3525,2572,South,857437,2024,3,2024,Qtr 1,March,25,1,LI,Video,14873,Medium,High Reach
LinkedIn,2630,21,20275,3257,1054,South,370275,2024,4,2024,Qtr 2,April,21,1,LI,Video,6941,Low,Low Reach
LinkedIn,19584,24,196609,1530,1737,South,871144,2024,4,2024,Qtr 2,April,24,1,LI,Image,22851,High,High Reach
LinkedIn,13039,2,127528,122,2880,South,555335,2024,5,2024,Qtr 2,May,2,1,LI,Reel,16041,Medium,High Reach
LinkedIn,10147,20,227726,140,2207,South,851737,2024,5,2024,Qtr 2,May,20,1,LI,Image,12494,Medium,High Reach
LinkedIn,13379,30,111864,1279,804,South,860072,2024,5,2024,Qtr 2,May,30,1,LI,Image,15462,Medium,High Reach
LinkedIn,4842,9,385976,340,319,South,936193,2024,6,2024,Qtr 2,June,9,1,LI,Reel,5501,Low,High Reach
LinkedIn,18808,9,435635,2030,69,South,660601,2024,8,2024,Qtr 3,August,9,1,LI,Text,20907,High,High Reach
LinkedIn,12425,20,482444,2877,2375,South,153097,2024,8,2024,Qtr 3,August,20,1,LI,Video,17677,Medium,Low Reach
LinkedIn,16100,21,211105,3012,1826,South,617632,2024,8,2024,Qtr 3,August,21,1,LI,Reel,20938,High,High Reach
LinkedIn,11406,23,146615,1052,2612,South,188702,2024,8,2024,Qtr 3,August,23,1,LI,Video,15070,Medium,Low Reach
LinkedIn,5081,4,256230,4500,1184,South,378036,2024,9,2024,Qtr 3,September,4,1,LI,Text,10765,Medium,Low Reach
LinkedIn,15350,1,182292,3578,114,South,580073,2024,11,2024,Qtr 4,November,1,1,LI,Video,19042,Medium,High Reach
LinkedIn,18027,12,483397,316,2044,South,199433,2024,11,2024,Qtr 4,November,12,1,LI,Image,20387,High,Low Reach
LinkedIn,9455,29,57795,2950,2197,South,699123,2024,11,2024,Qtr 4,November,29,1,LI,Video,14602,Medium,High Reach
LinkedIn,16965,2,26395,3960,2650,South,372473,2024,12,2024,Qtr 4,December,2,1,LI,Video,23575,High,Low Reach
LinkedIn,2152,21,322663,3415,2873,South,513054,2025,1,2025,Qtr 1,January,21,1,LI,Image,8440,Low,High Reach
LinkedIn,8615,2,209122,256,582,South,811510,2025,2,2025,Qtr 1,February,2,1,LI,Text,9453,Low,High Reach
LinkedIn,890,7,289160,2763,2155,South,829968,2025,2,2025,Qtr 1,February,7,1,LI,Text,5808,Low,High Reach
LinkedIn,12730,4,470880,2924,892,South,621447,2025,3,2025,Qtr 1,March,4,1,LI,Reel,16546,Medium,High Reach
LinkedIn,7112,17,495551,2513,622,South,926588,2025,4,2025,Qtr 2,April,17,1,LI,Text,10247,Medium,High Reach
LinkedIn,19222,7,223759,2166,565,South,268035,2025,5,2025,Qtr 2,May,7,1,LI,Text,21953,High,Low Reach
LinkedIn,12762,13,27926,4799,1786,South,775342,2025,5,2025,Qtr 2,May,13,1,LI,Reel,19347,Medium,High Reach
LinkedIn,11428,27,126460,1634,2013,South,827027,2025,5,2025,Qtr 2,May,27,1,LI,Image,15075,Medium,High Reach
LinkedIn,18,31,190859,320,1345,South,672247,2025,5,2025,Qtr 2,May,31,1,LI,Image,1683,Low,High Reach
LinkedIn,1672,23,323697,1810,2886,South,652131,2025,6,2025,Qtr 2,June,23,1,LI,Image,6368,Low,High Reach
LinkedIn,7358,30,158461,2439,2976,South,414441,2025,6,2025,Qtr 2,June,30,1,LI,Reel,12773,Medium,Low Reach
LinkedIn,1274,17,226749,3233,2637,South,838622,2025,8,2025,Qtr 3,August,17,1,LI,Text,7144,Low,High Reach
LinkedIn,16090,30,482196,1926,2274,South,821494,2025,8,2025,Qtr 3,August,30,1,LI,Text,20290,High,High Reach
LinkedIn,14471,4,227546,3317,1184,South,471108,2025,10,2025,Qtr 4,October,4,1,LI,Video,18972,Medium,Low Reach
